
> orchestrator@0.1.0 dev
> next dev

⚠ Warning: Next.js inferred your workspace root, but it may not be correct.
 We detected multiple lockfiles and selected the directory of /Users/dev/Documents/GeminiHackathon/package-lock.json as the root directory.
 To silence this warning, set `turbopack.root` in your Next.js config, or consider removing one of the lockfiles if it's not needed.
   See https://nextjs.org/docs/app/api-reference/config/next-config-js/turbopack#root-directory for more information.
 Detected additional lockfiles: 
   * /Users/dev/Documents/GeminiHackathon/orchestrator/package-lock.json

▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.0.180.153:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 683ms
 GET / 200 in 625ms (compile: 536ms, render: 89ms)
Firebase admin properly injected via root JSON key.
 GET /api/state 200 in 150ms (compile: 829µs, render: 149ms)
 GET /api/state 200 in 141ms (compile: 890µs, render: 140ms)
 GET /api/state 200 in 119ms (compile: 985µs, render: 118ms)
 GET /api/state 200 in 192ms (compile: 771µs, render: 191ms)
 GET /api/state 200 in 162ms (compile: 761µs, render: 161ms)
 GET /api/state 200 in 116ms (compile: 969µs, render: 115ms)
 GET /api/state 200 in 222ms (compile: 953µs, render: 221ms)
 GET /api/state 200 in 165ms (compile: 1191µs, render: 164ms)
 GET /api/state 200 in 113ms (compile: 786µs, render: 113ms)
 GET /api/state 200 in 279ms (compile: 880µs, render: 278ms)
 GET /api/state 200 in 148ms (compile: 814µs, render: 147ms)
 GET /api/state 200 in 146ms (compile: 712µs, render: 145ms)
 GET /api/state 200 in 201ms (compile: 675µs, render: 200ms)
 GET /api/state 200 in 167ms (compile: 1006µs, render: 166ms)
 GET /api/state 200 in 113ms (compile: 895µs, render: 113ms)
 GET /api/state 200 in 205ms (compile: 1120µs, render: 204ms)
 GET /api/state 200 in 119ms (compile: 1055µs, render: 118ms)
 GET /api/state 200 in 111ms (compile: 780µs, render: 111ms)
 GET /api/state 200 in 113ms (compile: 1156µs, render: 112ms)
 GET /api/state 200 in 240ms (compile: 1209µs, render: 239ms)
 GET /api/state 200 in 168ms (compile: 829µs, render: 167ms)
 GET /api/state 200 in 249ms (compile: 936µs, render: 248ms)
 GET /api/state 200 in 123ms (compile: 993µs, render: 122ms)
 GET /api/state 200 in 112ms (compile: 1155µs, render: 110ms)
 GET /api/state 200 in 119ms (compile: 1084µs, render: 118ms)
 GET /api/state 200 in 169ms (compile: 1179µs, render: 168ms)
 GET /api/state 200 in 256ms (compile: 1133µs, render: 255ms)
 GET /api/state 200 in 168ms (compile: 812µs, render: 168ms)
 GET /api/state 200 in 162ms (compile: 693µs, render: 161ms)
 GET /api/state 200 in 183ms (compile: 746µs, render: 182ms)
 GET /api/state 200 in 174ms (compile: 1133µs, render: 173ms)
 GET /api/state 200 in 116ms (compile: 927µs, render: 115ms)
 GET /api/state 200 in 200ms (compile: 731µs, render: 199ms)
 GET /api/state 200 in 497ms (compile: 952µs, render: 497ms)
 GET /api/state 200 in 118ms (compile: 1164µs, render: 117ms)
 GET /api/state 200 in 118ms (compile: 923µs, render: 118ms)
 GET /api/state 200 in 110ms (compile: 789µs, render: 109ms)
 GET /api/state 200 in 153ms (compile: 1311µs, render: 152ms)
 GET /api/state 200 in 161ms (compile: 1220µs, render: 160ms)
 GET /api/state 200 in 110ms (compile: 716µs, render: 109ms)
 GET /api/state 200 in 162ms (compile: 697µs, render: 162ms)
 GET /api/state 200 in 147ms (compile: 873µs, render: 146ms)
 GET /api/state 200 in 127ms (compile: 758µs, render: 126ms)
 GET /api/state 200 in 264ms (compile: 726µs, render: 264ms)
 GET /api/state 200 in 112ms (compile: 808µs, render: 111ms)
 GET /api/state 200 in 114ms (compile: 762µs, render: 113ms)
 GET /api/state 200 in 233ms (compile: 708µs, render: 232ms)
 GET /api/state 200 in 116ms (compile: 805µs, render: 115ms)
 GET /api/state 200 in 112ms (compile: 1153µs, render: 111ms)
 GET /api/state 200 in 111ms (compile: 915µs, render: 111ms)
 GET /api/state 200 in 183ms (compile: 1265µs, render: 182ms)
 GET /api/state 200 in 116ms (compile: 779µs, render: 115ms)
 GET /api/state 200 in 122ms (compile: 873µs, render: 121ms)
 GET /api/state 200 in 202ms (compile: 800µs, render: 201ms)
 GET /api/state 200 in 163ms (compile: 727µs, render: 162ms)
 GET /api/state 200 in 159ms (compile: 928µs, render: 158ms)
 GET /api/state 200 in 189ms (compile: 980µs, render: 188ms)
 GET /api/state 200 in 121ms (compile: 890µs, render: 120ms)
 GET /api/state 200 in 163ms (compile: 850µs, render: 162ms)
 GET /api/state 200 in 205ms (compile: 829µs, render: 204ms)
 GET /api/state 200 in 110ms (compile: 1430µs, render: 109ms)
 GET /api/state 200 in 119ms (compile: 968µs, render: 118ms)
 GET /api/state 200 in 255ms (compile: 865µs, render: 255ms)
 GET /api/state 200 in 119ms (compile: 771µs, render: 119ms)
 GET /api/state 200 in 167ms (compile: 747µs, render: 166ms)
 GET /api/state 200 in 227ms (compile: 812µs, render: 227ms)
 GET /api/state 200 in 114ms (compile: 875µs, render: 113ms)
 GET /api/state 200 in 114ms (compile: 828µs, render: 114ms)
 GET /api/state 200 in 164ms (compile: 946µs, render: 163ms)
 GET /api/state 200 in 266ms (compile: 896µs, render: 265ms)
 GET /api/state 200 in 137ms (compile: 840µs, render: 136ms)
 GET /api/state 200 in 198ms (compile: 788µs, render: 197ms)
 GET /api/state 200 in 181ms (compile: 1082µs, render: 180ms)
 GET /api/state 200 in 163ms (compile: 721µs, render: 162ms)
 GET /api/state 200 in 237ms (compile: 1409µs, render: 235ms)
 GET /api/state 200 in 116ms (compile: 1502µs, render: 114ms)
 GET /api/state 200 in 228ms (compile: 836µs, render: 227ms)
 GET /api/state 200 in 120ms (compile: 1123µs, render: 119ms)
 GET /api/state 200 in 111ms (compile: 799µs, render: 110ms)
 GET /api/state 200 in 117ms (compile: 763µs, render: 116ms)
 GET /api/state 200 in 150ms (compile: 974µs, render: 149ms)
 GET /api/state 200 in 164ms (compile: 886µs, render: 163ms)
 GET /api/state 200 in 177ms (compile: 877µs, render: 176ms)
 GET /api/state 200 in 243ms (compile: 998µs, render: 242ms)
